Title,Publication Date,Pages,Articles,Largeur,Hauteur,Mots Page 1,Blocs Page 1,Table Page 1,Publicite Page 1,Illustrations Page 1,Mots Page 2,Blocs Page 2,Table Page 2,Publicite Page 2,Illustrations Page 2,Mots Page 3,Blocs Page 3,Table Page 3,Publicite Page 3,Illustrations Page 3,Mots Page 4,Blocs Page 4,Table Page 4,Publicite Page 4,Illustrations Page 4,Mots Page 5,Blocs Page 5,Table Page 5,Publicite Page 5,Illustrations Page 5,Mots Page 6,Blocs Page 6,Table Page 6,Publicite Page 6,Illustrations Page 6
Le Gaulois,26.12.1868,4,55,454,623,4338,42,0,2,0,6352,37,0,0,0,5813,33,0,6,0,3759,63,0,28,0,,,,,,,,,,
Le Gaulois,27.12.1868,4,37,456,625,4232,47,0,2,0,5516,37,0,0,1,3502,61,0,28,0,3664,42,1,14,0,,,,,,,,,,
Le Gaulois,28.12.1868,4,39,455,620,4748,41,0,2,0,5491,44,0,0,0,6652,28,0,1,0,3579,30,0,7,0,,,,,,,,,,
Le Gaulois,29.12.1868,4,50,456,623,4448,40,0,2,0,5409,50,0,0,0,5116,49,1,1,0,3942,21,1,10,0,,,,,,,,,,
Le Gaulois,30.12.1868,4,46,454,623,4408,40,0,3,0,5608,41,0,0,0,4466,36,0,5,0,4488,29,1,3,0,,,,,,,,,,
Le Gaulois,31.12.1868,4,40,452,626,4697,42,0,2,0,5715,60,1,1,0,4293,21,1,8,1,3768,15,2,2,0,,,,,,,,,,
Le Gaulois,01.01.1869,4,33,448,622,4746,43,0,3,0,6110,46,0,0,0,4090,33,0,3,0,4097,19,0,8,0,,,,,,,,,,
Le Gaulois,02.01.1869,4,45,445,622,4215,37,0,2,0,5466,52,0,0,0,7024,34,0,2,0,3693,27,0,5,0,,,,,,,,,,
Le Gaulois,03.01.1869,4,51,449,621,3909,31,0,2,0,5386,60,1,0,0,5905,31,0,2,0,3068,25,0,1,0,,,,,,,,,,
Le Gaulois,04.01.1869,4,45,451,621,4551,43,0,2,0,5369,47,0,0,0,6144,44,0,1,0,3152,25,0,2,1,,,,,,,,,,
Le Gaulois,05.01.1869,4,44,445,613,4302,45,0,2,0,5148,43,0,0,0,5808,44,0,1,0,3483,16,1,1,0,,,,,,,,,,
Le Gaulois,06.01.1869,4,77,443,621,4367,33,0,2,0,5255,54,0,0,0,5907,54,0,1,0,3810,65,3,11,0,,,,,,,,,,
Le Gaulois,07.01.1869,4,54,449,622,4718,49,0,2,0,5529,43,0,0,0,6771,30,0,3,0,3054,46,0,8,0,,,,,,,,,,
Le Gaulois,08.01.1869,4,71,446,621,4273,44,0,2,0,5588,45,0,0,0,5636,47,0,2,0,2530,56,0,10,0,,,,,,,,,,
Le Gaulois,09.01.1869,4,41,447,622,4349,44,0,2,0,5361,54,2,0,0,5809,39,0,4,0,4132,56,2,9,0,,,,,,,,,,
Le Gaulois,10.01.1869,4,43,446,621,4948,19,0,2,0,5484,47,1,0,0,5431,48,0,10,0,2806,33,1,2,0,,,,,,,,,,
Le Gaulois,11.01.1869,4,47,447,622,4331,48,0,2,0,5628,39,0,0,0,5958,34,0,4,0,3407,44,0,5,1,,,,,,,,,,
Le Gaulois,12.01.1869,4,69,446,621,4517,37,0,3,0,5553,55,0,0,0,5695,38,0,3,0,2927,48,0,6,0,,,,,,,,,,
Le Gaulois,13.01.1869,4,34,449,623,4400,32,0,3,0,5608,47,0,0,0,5164,47,1,9,0,2830,32,0,3,0,,,,,,,,,,
Le Gaulois,14.01.1869,4,47,447,625,5280,44,0,3,0,5830,38,0,0,0,6254,42,0,3,0,3638,44,0,7,0,,,,,,,,,,
Le Gaulois,15.01.1869,4,46,446,621,4345,48,1,2,0,5546,43,0,0,0,6159,40,0,1,0,3586,28,0,5,0,,,,,,,,,,
Le Gaulois,16.01.1869,4,57,445,621,4319,45,0,2,0,5206,52,0,0,0,6216,38,0,1,0,4002,29,1,6,0,,,,,,,,,,
Le Gaulois,17.01.1869,4,46,444,622,4649,45,0,2,0,5705,39,1,0,0,6068,33,0,1,0,3322,28,0,6,0,,,,,,,,,,
Le Gaulois,18.01.1869,4,42,444,621,4566,52,0,2,0,5638,37,0,0,0,6347,45,0,2,0,3105,29,0,6,0,,,,,,,,,,
Le Gaulois,19.01.1869,4,65,448,623,4636,28,0,1,0,5474,50,0,0,0,5083,38,0,2,0,4694,41,0,9,0,,,,,,,,,,
Le Gaulois,20.01.1869,4,53,453,625,4579,48,0,2,0,5329,51,0,0,0,6291,40,0,1,0,3993,16,4,9,0,,,,,,,,,,
Le Gaulois,21.01.1869,4,55,448,623,4873,40,0,2,0,5647,52,0,0,0,6455,38,1,1,0,4467,24,4,7,0,,,,,,,,,,
Le Gaulois,22.01.1869,4,55,443,622,4250,45,0,2,0,5511,41,0,0,0,6083,53,0,2,1,3023,45,0,7,0,,,,,,,,,,
Le Gaulois,23.01.1869,4,45,445,622,4696,42,0,3,0,5518,37,0,0,0,6146,48,1,3,0,3642,21,0,9,0,,,,,,,,,,
Le Gaulois,24.01.1869,4,54,447,623,4487,44,0,2,0,5245,39,0,0,0,4969,36,0,10,0,4273,12,1,2,0,,,,,,,,,,
Le Gaulois,25.01.1869,4,38,449,624,4474,35,0,2,0,5009,39,0,0,0,5432,56,0,4,0,4621,16,0,5,0,,,,,,,,,,
Le Gaulois,26.01.1869,4,46,445,621,4464,27,0,2,0,5775,31,0,0,0,6014,40,0,1,0,3812,27,0,5,0,,,,,,,,,,
Le Gaulois,27.01.1869,4,41,444,626,4588,33,0,2,0,5236,45,0,0,0,5901,47,1,2,0,3011,15,0,3,0,,,,,,,,,,
Le Gaulois,28.01.1869,4,49,444,621,5000,38,0,2,0,5380,46,0,0,0,5728,60,1,0,0,3880,16,1,2,0,,,,,,,,,,
Le Gaulois,29.01.1869,4,54,445,622,4758,45,0,2,0,5850,45,0,0,0,6253,32,1,8,0,2457,68,6,0,11,,,,,,,,,,
Le Gaulois,30.01.1869,4,39,451,624,4503,50,0,2,0,5786,38,1,1,0,5095,78,0,14,0,4280,3,0,1,0,,,,,,,,,,
Le Gaulois,31.01.1869,4,49,447,623,4214,38,0,3,1,5894,53,0,0,0,4981,54,0,20,1,3239,2,0,1,0,,,,,,,,,,
Le Gaulois,01.02.1869,4,48,446,621,4336,47,0,3,1,5679,49,0,0,0,6959,44,0,1,0,3756,46,0,18,0,,,,,,,,,,
Le Gaulois,02.02.1869,4,42,448,623,4346,44,0,2,0,6505,38,1,0,0,6578,43,0,2,0,2021,3,0,3,0,,,,,,,,,,
Le Gaulois,03.02.1869,4,50,447,622,4664,32,0,2,0,5269,54,0,0,0,6382,52,0,1,0,3076,28,0,6,0,,,,,,,,,,
Le Gaulois,04.02.1869,4,50,448,623,5095,38,0,2,0,5543,37,0,0,0,6793,56,0,3,0,4271,19,1,9,0,,,,,,,,,,
Le Gaulois,05.02.1869,4,78,450,626,4741,39,0,3,0,5773,63,0,0,0,5833,50,0,2,0,5698,47,0,7,0,,,,,,,,,,
Le Gaulois,06.02.1869,4,47,447,624,4565,34,0,3,0,5656,45,0,0,0,6164,59,2,0,0,3425,25,2,6,0,,,,,,,,,,
Le Gaulois,07.02.1869,4,53,450,616,4783,42,0,2,0,5281,43,0,1,0,6301,58,0,1,0,4813,18,1,7,0,,,,,,,,,,
Le Gaulois,08.02.1869,4,52,446,621,4341,48,0,2,0,5661,46,0,0,0,6788,50,0,2,0,4368,27,1,9,0,,,,,,,,,,
Le Gaulois,09.02.1869,4,101,448,625,4969,37,0,2,0,5821,47,0,0,0,5385,49,0,1,0,4201,139,2,2,5,,,,,,,,,,
Le Gaulois,10.02.1869,4,76,450,626,4873,45,0,2,0,5629,51,0,0,0,6809,41,0,0,0,4396,60,0,19,0,,,,,,,,,,
Le Gaulois,11.02.1869,4,77,449,626,5113,39,0,2,0,5732,46,0,0,0,5674,48,0,0,0,4167,60,0,21,0,,,,,,,,,,
Le Gaulois,12.02.1869,4,51,447,623,4591,44,0,2,0,5886,58,0,2,0,6931,57,0,3,0,3684,13,1,10,0,,,,,,,,,,
Le Gaulois,13.02.1869,4,47,447,626,5115,40,0,2,0,5954,55,0,1,0,6575,54,0,2,0,4018,36,4,22,0,,,,,,,,,,
Le Gaulois,14.02.1869,4,37,443,621,5043,53,0,3,0,6889,35,0,0,0,5974,27,1,8,0,2293,1,0,1,0,,,,,,,,,,
Le Gaulois,15.02.1869,4,50,446,623,4894,42,0,2,0,6122,35,0,0,0,6926,50,0,0,0,3819,36,0,10,0,,,,,,,,,,
Le Gaulois,16.02.1869,4,76,447,621,5062,47,0,2,0,5772,46,3,0,0,6492,49,0,2,0,3636,49,0,8,0,,,,,,,,,,
Le Gaulois,17.02.1869,4,45,446,623,4769,51,0,3,0,6023,40,0,1,0,5734,41,0,2,0,4182,36,0,9,0,,,,,,,,,,
Le Gaulois,18.02.1869,4,55,444,621,5360,43,0,3,0,5846,47,0,0,0,6097,50,0,1,0,4414,24,1,9,0,,,,,,,,,,
Le Gaulois,19.02.1869,4,47,447,622,4866,45,0,2,0,5908,32,0,0,0,6681,49,0,0,0,4225,19,1,8,0,,,,,,,,,,
Le Gaulois,20.02.1869,4,50,446,622,4883,42,0,2,0,5784,49,0,1,0,7066,45,0,1,0,4482,20,1,9,0,,,,,,,,,,
Le Gaulois,21.02.1869,4,37,448,624,5090,52,0,2,0,6530,51,0,0,0,5088,37,0,10,0,2740,6,1,2,0,,,,,,,,,,
Le Gaulois,22.02.1869,4,83,445,622,5144,48,0,2,0,6240,42,0,0,0,6337,52,0,0,0,2587,36,0,6,1,,,,,,,,,,
Le Gaulois,23.02.1869,4,45,444,623,4912,49,0,2,0,6203,33,0,1,0,6617,44,0,2,0,3822,26,1,8,0,,,,,,,,,,
Le Gaulois,24.02.1869,4,52,444,623,4888,44,0,2,0,5728,52,0,0,0,6626,41,0,2,0,4067,32,0,9,0,,,,,,,,,,
Le Gaulois,25.02.1869,4,50,445,623,5170,44,0,2,0,6143,43,0,0,0,6382,70,0,0,0,4604,14,2,10,0,,,,,,,,,,
Le Gaulois,26.02.1869,4,60,447,622,4580,51,0,3,0,6186,48,0,0,0,6526,37,0,7,0,3853,34,0,1,0,,,,,,,,,,
Le Gaulois,27.02.1869,4,45,446,622,4469,47,0,2,0,5830,49,0,0,0,5070,55,1,0,0,4369,17,1,6,0,,,,,,,,,,
Le Gaulois,28.02.1869,4,77,445,621,4755,45,0,2,0,5839,62,0,0,0,6154,47,0,1,0,3950,49,1,8,0,,,,,,,,,,
Le Gaulois,01.03.1869,4,61,448,624,4730,55,0,2,0,5827,50,0,0,0,5154,35,0,2,0,5844,44,0,3,0,,,,,,,,,,
Le Gaulois,02.03.1869,4,55,446,623,5194,48,0,2,0,6414,45,0,0,1,6606,47,0,2,0,3046,41,0,6,0,,,,,,,,,,
Le Gaulois,03.03.1869,4,65,447,625,4787,46,0,3,0,6025,57,0,0,0,6631,43,0,4,0,3624,33,0,10,0,,,,,,,,,,
Le Gaulois,04.03.1869,4,50,444,621,4969,41,0,2,0,5955,51,0,1,0,7039,40,0,3,0,3099,41,0,9,0,,,,,,,,,,
Le Gaulois,05.03.1869,4,71,450,622,4488,55,0,2,0,6582,47,0,1,0,5702,48,0,9,0,2457,34,0,2,0,,,,,,,,,,
Le Gaulois,06.03.1869,4,40,448,624,5007,63,0,2,0,6880,49,0,1,0,5755,30,2,8,0,3353,19,0,1,0,,,,,,,,,,
Le Gaulois,07.03.1869,4,33,448,624,5099,62,0,3,0,7306,35,0,2,0,5078,35,1,9,0,4888,2,0,1,0,,,,,,,,,,
Le Gaulois,08.03.1869,4,78,444,621,4651,59,0,2,0,6752,50,0,0,0,5177,65,0,1,0,4083,24,0,13,0,,,,,,,,,,
Le Gaulois,09.03.1869,4,81,448,626,4727,55,0,2,0,6415,50,0,0,0,5812,52,0,1,0,3690,45,1,6,0,,,,,,,,,,
Le Gaulois,10.03.1869,4,73,447,625,4893,60,0,2,0,5964,60,1,0,0,6773,72,0,0,0,3025,41,0,10,0,,,,,,,,,,
Le Gaulois,11.03.1869,4,52,443,622,4821,53,0,2,0,5801,51,0,0,0,6432,56,0,0,0,4157,12,2,8,0,,,,,,,,,,
Le Gaulois,12.03.1869,4,59,445,623,4744,59,0,2,0,6466,39,0,0,0,6984,40,0,1,0,3147,49,0,14,0,,,,,,,,,,
Le Gaulois,14.03.1869,4,203,445,621,5276,59,0,2,0,6423,45,1,0,0,6106,38,3,8,0,2893,244,0,1,4,,,,,,,,,,
Le Gaulois,15.03.1869,4,64,443,621,4711,54,0,2,0,6295,66,0,0,0,2526,22,0,16,0,2137,34,0,3,0,,,,,,,,,,
Le Gaulois,16.03.1869,4,41,443,622,4600,45,0,2,0,6168,75,0,0,0,2393,7,3,0,2,1733,13,0,9,0,,,,,,,,,,
Le Gaulois,17.03.1869,4,55,444,623,5135,35,0,2,0,6316,61,0,0,0,6912,41,2,3,0,3901,39,0,7,0,,,,,,,,,,
Le Gaulois,18.03.1869,4,50,443,623,4975,33,0,2,0,6158,54,0,0,0,5627,48,0,3,0,4942,21,1,10,0,,,,,,,,,,
Le Gaulois,19.03.1869,4,50,446,625,4897,50,0,2,0,6045,55,0,1,0,5513,47,0,3,0,4252,19,1,8,0,,,,,,,,,,
Le Gaulois,20.03.1869,4,69,450,627,4973,80,0,3,0,6475,45,0,0,0,6473,82,0,2,0,3211,9,0,9,0,,,,,,,,,,
Le Gaulois,21.03.1869,4,58,446,625,4947,48,1,4,0,5823,55,0,0,0,6201,69,0,2,0,2301,2,1,2,0,,,,,,,,,,
Le Gaulois,22.03.1869,4,48,453,626,4532,53,0,4,0,6162,40,0,1,0,5456,62,0,2,0,2931,9,0,8,0,,,,,,,,,,
Le Gaulois,23.03.1869,4,43,445,622,4713,43,0,3,0,5438,46,0,1,0,6013,41,0,4,0,4005,40,0,6,0,,,,,,,,,,
Le Gaulois,24.03.1869,4,67,446,623,4855,43,0,2,0,5903,42,0,0,0,6234,72,0,2,0,2760,4,0,3,0,,,,,,,,,,
Le Gaulois,25.03.1869,4,62,446,622,4869,45,0,3,0,5893,40,0,0,0,6233,46,1,5,0,3150,41,0,9,0,,,,,,,,,,
Le Gaulois,26.03.1869,4,64,445,621,4715,46,0,3,0,5778,49,0,0,0,6836,39,0,2,0,2912,41,0,9,0,,,,,,,,,,
Le Gaulois,27.03.1869,4,37,445,625,4669,48,0,3,0,6447,43,0,0,0,4762,46,1,12,0,1011,3,0,2,0,,,,,,,,,,
Le Gaulois,28.03.1869,4,43,445,622,4677,49,0,3,0,6248,53,0,2,0,3989,5,1,1,0,3737,2,0,1,0,,,,,,,,,,
Le Gaulois,29.03.1869,4,58,445,621,5085,51,0,3,0,6284,52,0,1,0,3084,12,0,11,0,2794,32,0,2,0,,,,,,,,,,
Le Gaulois,31.03.1869,4,50,446,621,5005,50,0,2,0,5473,44,0,0,0,6368,41,0,1,0,3337,13,0,1,0,,,,,,,,,,
Le Gaulois,01.04.1869,4,41,447,621,5074,45,0,3,0,5681,48,0,0,0,6292,36,0,3,0,3836,25,0,1,0,,,,,,,,,,
Le Gaulois,02.04.1869,4,46,447,621,4915,50,0,2,0,5842,39,0,0,0,6440,47,0,0,0,4174,20,1,1,0,,,,,,,,,,
Le Gaulois,03.04.1869,4,48,448,623,4708,44,0,2,0,5923,45,0,0,0,6453,53,0,1,0,3715,24,0,2,0,,,,,,,,,,
Le Gaulois,04.04.1869,4,59,448,627,4937,40,0,2,0,5541,53,0,0,0,6283,54,0,6,0,2468,38,0,6,0,,,,,,,,,,
Le Gaulois,05.04.1869,4,46,448,623,4787,54,0,2,0,5914,33,0,0,0,4644,32,0,7,0,2024,33,0,2,0,,,,,,,,,,
Le Gaulois,06.04.1869,4,50,448,623,4910,43,0,2,0,5415,56,0,0,0,6645,50,0,2,0,3675,39,0,8,0,,,,,,,,,,
Le Gaulois,07.04.1869,4,78,445,624,4767,48,0,2,0,5687,41,0,0,0,7134,44,0,0,0,3064,48,3,7,0,,,,,,,,,,
Le Gaulois,08.04.1869,4,64,449,624,5020,45,0,2,0,6037,40,0,0,0,5899,72,0,1,0,1957,11,0,9,0,,,,,,,,,,
Le Gaulois,09.04.1869,4,49,451,626,4649,54,0,2,0,5972,43,0,0,0,6326,67,0,3,0,1989,10,0,9,0,,,,,,,,,,
Le Gaulois,10.04.1869,4,62,444,620,4461,44,0,2,0,6280,30,0,0,0,6203,59,0,3,0,2437,10,0,5,0,,,,,,,,,,
Le Gaulois,11.04.1869,4,36,450,623,4318,34,0,2,0,5948,50,0,0,0,2008,8,0,7,0,3056,8,1,2,0,,,,,,,,,,
Le Gaulois,12.04.1869,4,74,446,621,4689,53,0,2,0,5849,38,0,0,0,6662,45,0,7,0,2985,47,0,6,0,,,,,,,,,,
Le Gaulois,13.04.1869,4,61,446,625,5027,41,0,3,0,5689,46,0,0,0,7739,44,0,5,0,3709,40,0,6,0,,,,,,,,,,
Le Gaulois,14.04.1869,4,79,446,623,4686,47,0,2,0,5992,45,0,0,0,6695,46,0,1,0,2961,44,0,1,0,,,,,,,,,,
Le Gaulois,15.04.1869,4,65,446,623,4732,44,0,2,0,5615,41,0,0,0,7178,42,0,1,0,4027,42,10,8,0,,,,,,,,,,
Le Gaulois,16.04.1869,4,54,447,621,4330,51,0,2,0,5548,38,1,0,0,6571,56,0,1,0,3847,37,1,10,0,,,,,,,,,,
Le Gaulois,17.04.1869,4,48,446,623,4480,38,0,2,0,5624,40,0,0,0,6696,39,0,1,0,3213,28,1,7,0,,,,,,,,,,
Le Gaulois,18.04.1869,4,58,448,623,4055,39,0,2,0,5730,44,0,0,0,5737,66,0,1,0,3930,12,2,12,0,,,,,,,,,,
Le Gaulois,19.04.1869,4,51,447,621,4589,54,0,2,0,5561,46,0,0,0,5916,73,0,1,0,1902,1,0,1,0,,,,,,,,,,
Le Gaulois,20.04.1869,4,37,447,623,5691,27,0,2,0,5548,50,0,0,0,4823,44,1,4,0,161,1,0,0,0,,,,,,,,,,
Le Gaulois,21.04.1869,4,39,447,621,5129,48,0,2,0,6188,33,0,2,0,5055,54,2,4,0,311,1,0,1,0,,,,,,,,,,
Le Gaulois,22.04.1869,4,44,449,624,4958,40,0,2,0,5448,38,0,0,0,4843,55,1,7,0,1235,2,0,1,0,,,,,,,,,,
Le Gaulois,23.04.1869,4,49,444,622,4908,45,0,3,0,6204,32,0,1,0,3020,41,0,2,0,2938,42,0,11,0,,,,,,,,,,
Le Gaulois,24.04.1869,4,44,446,623,4557,51,1,4,0,5673,48,0,1,0,6596,44,0,3,0,3750,43,0,12,0,,,,,,,,,,
Le Gaulois,25.04.1869,4,59,446,624,5110,47,0,3,0,5543,34,0,3,0,4537,34,0,5,0,3620,42,0,8,0,,,,,,,,,,
Le Gaulois,26.04.1869,4,62,447,625,4659,53,0,3,0,5876,40,0,1,0,6821,40,0,2,0,3777,48,0,12,0,,,,,,,,,,
Le Gaulois,27.04.1869,4,62,442,622,4970,47,0,2,0,5736,38,0,1,0,6773,47,0,6,0,3761,41,0,10,0,,,,,,,,,,
Le Gaulois,28.04.1869,4,69,444,623,5056,49,0,3,0,5932,36,0,0,0,6006,49,0,13,0,3814,37,0,7,0,,,,,,,,,,
Le Gaulois,29.04.1869,4,53,444,622,5701,39,0,3,0,5313,49,0,1,0,5593,43,0,3,0,3085,36,0,9,0,,,,,,,,,,
Le Gaulois,30.04.1869,4,68,443,622,5269,48,0,3,0,5851,41,0,0,0,5690,37,0,4,0,3596,45,0,12,0,,,,,,,,,,
Le Gaulois,01.05.1869,4,57,443,622,5079,56,0,2,8,7168,40,0,1,0,4699,67,2,15,0,1540,1,0,1,0,,,,,,,,,,
Le Gaulois,02.05.1869,4,52,444,623,4969,56,0,3,0,6209,47,0,1,5,4739,43,0,0,1,4481,2,0,1,0,,,,,,,,,,
Le Gaulois,03.05.1869,4,60,446,622,5412,46,0,3,0,6414,51,1,1,5,5143,44,0,16,0,2270,30,0,2,0,,,,,,,,,,
Le Gaulois,04.05.1869,4,86,443,621,4996,51,0,2,0,5558,44,0,0,7,6708,61,0,0,0,4517,23,1,9,0,,,,,,,,,,
Le Gaulois,05.05.1869,4,60,443,621,5133,46,0,2,2,5894,36,0,0,3,5744,47,1,0,0,3966,51,0,9,0,,,,,,,,,,
Le Gaulois,06.05.1869,4,55,443,622,5506,40,0,2,0,5857,45,0,0,0,5729,45,0,6,0,3572,50,0,10,0,,,,,,,,,,
Le Gaulois,07.05.1869,4,57,443,621,4945,59,0,2,0,5539,40,0,0,0,6242,39,0,0,0,3816,54,0,8,0,,,,,,,,,,
Le Gaulois,08.05.1869,4,70,444,621,4674,53,0,2,0,5632,43,0,0,0,6440,52,0,0,0,3677,26,1,6,0,,,,,,,,,,
Le Gaulois,09.05.1869,4,51,442,613,5432,37,0,3,0,6433,44,0,0,0,5829,59,0,4,0,2299,10,0,9,0,,,,,,,,,,
Le Gaulois,10.05.1869,4,52,442,611,5168,51,0,3,0,5666,42,0,0,0,6428,44,0,0,0,3441,17,0,3,0,,,,,,,,,,
Le Gaulois,11.05.1869,4,44,444,623,4899,46,0,2,0,6722,41,0,0,0,4825,53,3,10,0,2273,2,0,1,0,,,,,,,,,,
Le Gaulois,12.05.1869,4,37,447,625,4681,40,0,2,0,6316,52,0,0,0,4827,36,0,4,0,2860,2,0,1,0,,,,,,,,,,
Le Gaulois,13.05.1869,4,40,447,625,5380,48,0,4,0,6004,47,0,0,0,5505,43,0,7,0,4022,24,0,7,0,,,,,,,,,,
Le Gaulois,14.05.1869,4,52,450,627,3501,48,0,2,0,4478,37,0,0,0,6911,51,0,0,0,3846,50,0,10,0,,,,,,,,,,
Le Gaulois,15.05.1869,4,50,449,624,5077,43,0,3,0,5766,42,0,0,0,6841,52,0,1,0,3135,21,1,9,0,,,,,,,,,,
Le Gaulois,16.05.1869,4,69,447,623,4714,43,0,3,0,5611,50,1,1,0,5708,68,0,3,0,2395,13,0,11,0,,,,,,,,,,
Le Gaulois,17.05.1869,4,48,448,624,5251,53,0,4,0,5828,38,0,0,0,5677,57,0,11,0,3540,40,0,9,0,,,,,,,,,,
Le Gaulois,18.05.1869,4,59,445,621,5224,37,1,2,0,5470,42,0,0,0,6063,40,0,8,0,3575,37,0,7,0,,,,,,,,,,
Le Gaulois,19.05.1869,4,63,446,622,5365,54,0,3,0,5807,36,1,0,0,5952,53,0,1,0,3092,42,1,10,0,,,,,,,,,,
Le Gaulois,20.05.1869,4,82,445,621,5241,44,0,3,0,5641,40,0,0,0,3965,42,1,4,1,4576,41,0,10,0,,,,,,,,,,
Le Gaulois,21.05.1869,4,52,447,622,4925,58,0,2,0,5627,42,0,0,0,5966,39,1,3,0,3324,40,0,9,0,,,,,,,,,,
Le Gaulois,22.05.1869,4,44,444,623,4899,50,0,2,0,5241,46,0,0,0,5361,54,1,2,0,2787,26,0,14,0,,,,,,,,,,
Le Gaulois,23.05.1869,4,59,445,621,5099,51,0,3,0,5573,42,0,0,0,5902,56,0,1,0,3231,23,1,11,0,,,,,,,,,,
Le Gaulois,24.05.1869,4,53,444,623,4275,43,0,3,0,5995,41,1,0,0,6177,49,0,3,0,3637,21,0,9,0,,,,,,,,,,
Le Gaulois,25.05.1869,4,59,442,622,4146,43,1,2,0,5710,39,0,7,0,5473,51,2,1,0,3923,11,1,7,0,,,,,,,,,,
Le Gaulois,25.05.1869,4,47,443,622,4852,38,0,3,0,5372,54,1,0,0,5726,34,0,4,0,3482,17,0,4,0,,,,,,,,,,
Le Gaulois,26.05.1869,4,48,442,623,4182,18,0,2,0,4990,44,0,0,0,5940,38,0,0,0,4532,11,1,7,0,,,,,,,,,,
Le Gaulois,27.05.1869,4,54,443,621,5099,52,0,2,0,5280,38,0,0,0,6961,53,0,1,0,4225,11,3,7,0,,,,,,,,,,
Le Gaulois,28.05.1869,4,40,444,624,5103,45,0,3,0,6316,32,0,0,0,6504,51,0,4,0,3556,29,0,9,0,,,,,,,,,,
Le Gaulois,29.05.1869,4,47,446,610,5039,48,0,3,0,5319,41,0,0,0,6703,32,0,2,0,3305,21,1,1,0,,,,,,,,,,
Le Gaulois,30.05.1869,4,41,446,623,5446,51,0,3,0,5169,39,0,0,0,5948,32,0,3,0,2667,15,0,1,0,,,,,,,,,,
Le Gaulois,31.05.1869,4,33,444,623,4324,50,0,3,0,6062,41,0,0,0,5816,43,0,6,0,2423,3,0,3,0,,,,,,,,,,
Le Gaulois,01.06.1869,4,43,450,625,5347,42,0,3,0,5213,41,0,2,0,6297,45,0,4,0,2469,36,0,6,0,,,,,,,,,,
Le Gaulois,02.06.1869,4,50,445,622,5018,52,0,3,0,5447,43,0,0,0,6244,53,0,3,0,2617,33,0,5,0,,,,,,,,,,
Le Gaulois,03.06.1869,4,47,451,619,4901,51,0,2,0,5495,41,0,0,0,6253,48,0,4,0,2555,35,0,5,0,,,,,,,,,,
Le Gaulois,04.06.1869,4,65,446,622,4923,54,0,3,0,5278,37,0,0,0,6155,49,0,2,0,3374,24,0,8,0,,,,,,,,,,
Le Gaulois,05.06.1869,4,48,449,624,5199,48,0,2,0,5210,39,0,0,0,6333,50,0,2,0,3518,31,0,2,0,,,,,,,,,,
Le Gaulois,06.06.1869,4,34,447,622,5502,55,0,2,0,5278,37,0,0,0,5291,50,0,8,0,1455,3,0,3,0,,,,,,,,,,
Le Gaulois,07.06.1869,4,52,449,624,4625,48,0,2,0,5908,37,1,0,0,6318,32,0,3,0,2485,25,0,5,0,,,,,,,,,,
Le Gaulois,08.06.1869,4,40,453,631,4563,40,0,3,0,5488,37,0,1,0,6541,37,0,3,0,2988,26,0,8,0,,,,,,,,,,
Le Gaulois,09.06.1869,4,49,448,621,3706,31,1,2,0,6150,50,0,0,0,6045,39,0,2,0,1739,15,0,7,0,,,,,,,,,,
Le Gaulois,10.06.1869,4,36,451,620,5500,49,0,3,0,6529,41,0,0,0,6209,57,0,5,0,3508,20,0,8,0,,,,,,,,,,
Le Gaulois,11.06.1869,4,46,449,627,4965,44,0,2,0,5992,51,0,0,0,5900,43,0,6,0,3704,23,0,9,0,,,,,,,,,,
Le Gaulois,12.06.1869,4,41,453,624,4722,36,1,2,0,5494,52,0,0,0,6345,46,0,0,0,3259,35,0,2,0,,,,,,,,,,
Le Gaulois,13.06.1869,4,49,448,619,5097,53,0,2,0,6005,37,0,0,0,5865,43,0,6,0,2360,14,0,12,0,,,,,,,,,,
Le Gaulois,14.06.1869,4,54,456,627,4950,51,0,2,0,5297,41,0,0,0,6257,47,1,10,0,3035,29,0,12,0,,,,,,,,,,
Le Gaulois,15.06.1869,4,42,451,627,4325,44,0,2,0,5667,36,0,0,0,6034,46,0,2,0,3486,39,0,12,0,,,,,,,,,,
Le Gaulois,16.06.1869,4,58,447,625,4378,50,0,2,0,5164,33,0,0,0,6010,36,0,3,0,3096,37,0,13,0,,,,,,,,,,
Le Gaulois,17.06.1869,4,49,445,623,4245,59,0,2,0,6061,33,1,0,0,6908,36,0,2,0,2841,20,0,4,0,,,,,,,,,,
Le Gaulois,18.06.1869,4,48,446,615,4928,42,0,2,0,6165,33,0,0,0,6824,40,0,2,0,3376,33,0,9,0,,,,,,,,,,
Le Gaulois,19.06.1869,4,48,442,622,4363,52,0,2,0,5899,35,0,0,0,6608,34,0,1,0,2906,26,0,7,0,,,,,,,,,,
Le Gaulois,20.06.1869,4,44,443,620,5225,54,0,2,0,5738,45,0,0,0,6461,34,0,3,0,3601,23,0,7,0,,,,,,,,,,
Le Gaulois,21.06.1869,4,48,443,626,4707,47,0,2,0,5970,40,0,0,0,6365,37,0,1,0,2881,20,0,5,0,,,,,,,,,,
Le Gaulois,22.06.1869,4,43,452,628,5109,43,0,2,0,5630,40,0,0,0,7240,33,0,1,0,3630,14,0,2,0,,,,,,,,,,
